DATETIME,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,feels_like,humidity,wind_speed,rain_1h,clouds_all,year,month,day,hour,minute,second,day_of_week,is_weekend,ENTITY_DESCRIPTION_SHORT_Pirate Ship,ENTITY_DESCRIPTION_SHORT_Water Ride
2021-06-20 09:45:00,247.0,0,5,100000.0,100000.0,100000.0,19.0125,89.5,2.7775,0.245,79.0,2021,6,20,9,45,0,6,1,False,True
2022-03-01 10:15:00,303.733,0,30,100000.0,100000.0,100000.0,3.8075,81.75,1.665,0.10921875,99.75,2022,3,1,10,15,0,1,0,True,False
2019-09-29 10:30:00,756.0,0,15,420.0,120.0,630.0,14.465,86.5,7.109999999999999,1.3050000000000002,83.5,2019,9,29,10,30,0,6,1,False,False
2022-05-05 16:45:00,756.0,0,30,45.0,100000.0,375.0,16.93,67.5,3.955,0.22,47.75,2022,5,5,16,45,0,3,0,False,False
2019-01-21 11:00:00,346.5,0,25,330.0,100000.0,450.0,-4.45,100.0,1.88,0.1384615384615384,0.0,2019,1,21,11,0,0,0,0,False,False
2020-02-26 13:45:00,247.0,0,30,195.0,100000.0,375.0,1.0975,82.5,7.78,0.2675,71.25,2020,2,26,13,45,0,2,0,False,True
2019-03-22 17:15:00,247.0,0,15,15.0,100000.0,165.0,16.240000000000002,37.5,1.605,0.1403263888888888,0.0,2019,3,22,17,15,0,4,0,False,True
2022-07-17 19:45:00,272.0,0,10,-135.0,100000.0,195.0,29.2075,29.0,1.8425,0.1532094594594594,78.0,2022,7,17,19,45,0,6,1,True,False
2021-09-07 10:15:00,630.0,0,10,100000.0,100000.0,100000.0,21.205,58.25,3.0275,1.4803571428571427,1.5,2021,9,7,10,15,0,1,0,False,False
2021-11-01 13:15:00,756.0,0,45,100000.0,100000.0,100000.0,12.56,79.25,5.9075,0.4950000000000001,94.75,2021,11,1,13,15,0,0,0,False,False
2022-05-02 19:15:00,756.0,0,10,-105.0,100000.0,225.0,16.6225,56.5,2.6225,0.171875,94.25,2022,5,2,19,15,0,0,0,False,False
2021-09-15 16:00:00,756.0,0,20,100000.0,100000.0,100000.0,20.79,95.0,4.3,0.13,99.0,2021,9,15,16,0,0,2,0,False,False
2021-07-15 11:30:00,250.75,0,30,100000.0,100000.0,100000.0,21.145,74.5,6.52,0.90225,97.5,2021,7,15,11,30,0,3,0,True,False
2020-02-29 17:15:00,224.5,0,25,-15.0,100000.0,225.0,4.9425,82.0,6.7925,0.385625,34.5,2020,2,29,17,15,0,5,1,False,True
2021-11-22 12:00:00,756.0,0,15,100000.0,100000.0,100000.0,2.77,84.0,7.66,0.1403478260869565,100.0,2021,11,22,12,0,0,0,0,False,False
2019-03-18 17:30:00,579.6,0,5,0.0,100000.0,150.0,7.81,56.0,3.76,0.1110694444444444,90.5,2019,3,18,17,30,0,0,0,False,False
2021-08-22 18:30:00,756.0,0,5,100000.0,100000.0,100000.0,21.06,60.5,3.925,0.1502272727272727,78.5,2021,8,22,18,30,0,6,1,False,False
2019-08-31 20:45:00,756.0,0,30,-195.0,100000.0,135.0,22.445,62.0,5.48,0.112262443438914,95.5,2019,8,31,20,45,0,5,1,False,False
2019-12-31 15:30:00,204.0,0,40,30.0,-155.0,160.0,3.25,88.5,1.5,0.124076923076923,0.0,2019,12,31,15,30,0,1,0,True,False
2020-08-17 12:45:00,247.0,0,20,100000.0,100000.0,100000.0,20.4575,77.75,4.0275,0.2316304347826087,74.25,2020,8,17,12,45,0,0,0,False,True
2021-08-20 16:00:00,756.0,0,25,100000.0,100000.0,100000.0,23.03,53.0,1.01,0.2816326530612245,94.0,2021,8,20,16,0,0,4,0,False,False
2021-09-05 14:45:00,247.0,0,30,100000.0,100000.0,100000.0,27.455,42.75,1.845,0.519532967032967,44.25,2021,9,5,14,45,0,6,1,False,True
2020-08-02 18:00:00,255.0,0,20,100000.0,100000.0,100000.0,23.59,44.0,3.97,0.7118181818181817,96.0,2020,8,2,18,0,0,6,1,True,False
2019-12-24 14:15:00,224.5,0,25,165.0,-135.0,465.0,11.3975,75.5,6.8375,0.2788888888888888,78.25,2019,12,24,14,15,0,1,0,False,True
2020-02-26 16:15:00,278.517,0,35,45.0,100000.0,225.0,2.23,76.5,7.0925,0.4325,45.25,2020,2,26,16,15,0,2,0,True,False
2020-01-14 15:45:00,153.0,0,30,45.0,100000.0,165.0,10.4175,77.5,8.645,0.215,100.0,2020,1,14,15,45,0,1,0,True,False
2021-08-16 14:30:00,280.5,0,30,100000.0,100000.0,100000.0,19.505000000000003,70.5,5.915,0.1628571428571428,89.0,2021,8,16,14,30,0,0,0,True,False
2018-10-07 11:30:00,756.0,0,25,360.0,40.0,570.0,12.58,88.5,3.5,0.2063372093023255,84.0,2018,10,7,11,30,0,6,1,False,False
2019-12-18 11:15:00,153.0,0,45,285.0,-15.0,405.0,4.065,96.5,4.5425,0.294054054054054,72.5,2019,12,18,11,15,0,2,0,True,False
2022-02-23 13:15:00,298.35,0,35,100000.0,100000.0,100000.0,9.6525,83.5,3.9825,0.1391935483870967,77.5,2022,2,23,13,15,0,2,0,True,False
2021-08-20 10:45:00,756.0,0,5,100000.0,100000.0,100000.0,17.335,69.5,1.1425,0.2462755102040816,71.25,2021,8,20,10,45,0,4,0,False,False
2021-11-10 13:45:00,756.0,0,15,100000.0,100000.0,100000.0,9.185,92.0,1.1575,0.1681818181818181,48.25,2021,11,10,13,45,0,2,0,False,False
2019-05-27 14:15:00,202.0,0,20,195.0,100000.0,525.0,18.755000000000003,61.0,3.63,0.1665277777777778,72.5,2019,5,27,14,15,0,0,0,False,True
2022-03-18 13:30:00,153.0,0,45,100000.0,100000.0,100000.0,11.56,43.0,6.199999999999999,0.4806741573033708,16.0,2022,3,18,13,30,0,4,0,True,False
2022-03-30 16:30:00,153.0,0,45,100000.0,100000.0,100000.0,12.595,75.5,0.47,2.3,71.5,2022,3,30,16,30,0,2,0,True,False
2022-05-14 10:15:00,756.0,0,5,435.0,100000.0,765.0,16.1475,64.75,1.3475,0.1936675126903553,60.0,2022,5,14,10,15,0,5,1,False,False
2022-07-23 20:00:00,756.0,0,5,-150.0,100000.0,180.0,26.37,59.0,1.94,0.2883928571428571,89.0,2022,7,23,20,0,0,5,1,False,False
2021-07-01 17:45:00,756.0,0,30,100000.0,100000.0,100000.0,21.95,68.25,3.1025,0.129625,43.25,2021,7,1,17,45,0,3,0,False,False
2020-03-01 11:15:00,247.0,0,30,345.0,100000.0,525.0,5.23,85.5,5.895,0.1775,100.0,2020,3,1,11,15,0,6,1,False,True
2021-11-04 12:45:00,247.0,0,20,100000.0,100000.0,100000.0,7.6025,92.5,3.8825,0.1375,96.25,2021,11,4,12,45,0,3,0,False,True
2021-09-17 09:45:00,107.1,0,5,100000.0,100000.0,100000.0,14.9775,86.75,1.255,0.2043589743589743,1.0,2021,9,17,9,45,0,4,0,True,False
2021-12-01 17:00:00,747.6,0,10,100000.0,100000.0,100000.0,5.04,91.0,5.12,0.646,42.0,2021,12,1,17,0,0,2,0,False,False
2021-12-30 14:00:00,247.0,0,45,100000.0,100000.0,100000.0,14.2,93.0,4.9,0.1478378378378378,71.0,2021,12,30,14,0,0,3,0,False,True
2019-07-29 16:15:00,247.0,0,40,75.0,100000.0,405.0,27.02,40.5,2.9275,0.1218478260869565,0.0,2019,7,29,16,15,0,0,0,False,True
2021-10-30 16:45:00,301.75,0,40,100000.0,100000.0,100000.0,14.035,96.0,4.74,0.2165,97.5,2021,10,30,16,45,0,5,1,True,False
2022-03-11 16:30:00,756.0,0,5,100000.0,100000.0,100000.0,10.51,84.5,5.255,0.765,100.0,2022,3,11,16,30,0,4,0,False,False
2020-09-20 13:30:00,756.0,0,25,100000.0,100000.0,100000.0,25.555,61.0,1.3250000000000002,0.6360309278350516,53.0,2020,9,20,13,30,0,6,1,False,False
2022-02-21 09:15:00,30.6,0,0,100000.0,100000.0,100000.0,1.4899999999999998,84.0,7.265,0.3025,38.75,2022,2,21,9,15,0,0,0,True,False
2022-01-30 15:45:00,225.25,0,30,100000.0,100000.0,100000.0,8.335,69.5,1.835,0.1181944444444444,78.0,2022,1,30,15,45,0,6,1,True,False
2021-12-15 09:30:00,15.3,0,5,100000.0,100000.0,100000.0,5.640000000000001,99.0,1.49,0.5028880866425993,87.5,2021,12,15,9,30,0,2,0,True,False
2021-08-01 18:15:00,280.5,0,25,100000.0,100000.0,100000.0,21.8975,65.0,3.0925,0.1891666666666666,57.25,2021,8,1,18,15,0,6,1,True,False
2021-07-26 15:15:00,756.0,0,10,100000.0,100000.0,100000.0,21.93,91.5,3.9275,0.101875,98.75,2021,7,26,15,15,0,0,0,False,False
2019-10-17 12:45:00,756.0,0,15,285.0,-15.0,435.0,13.0,96.0,3.675,1.11,98.25,2019,10,17,12,45,0,3,0,False,False
2020-07-20 14:30:00,104.767,8,25,100000.0,100000.0,100000.0,24.255,55.0,4.535,0.1553051643192488,46.0,2020,7,20,14,30,0,0,0,False,True
2021-09-14 15:30:00,161.6,3,15,100000.0,100000.0,100000.0,25.075,71.5,4.21,0.47,98.0,2021,9,14,15,30,0,1,0,False,True
2020-01-07 13:00:00,756.0,0,25,210.0,100000.0,300.0,5.3,96.0,3.88,0.2646902654867256,97.0,2020,1,7,13,0,0,1,0,False,False
2021-10-05 14:15:00,153.0,0,10,100000.0,100000.0,100000.0,15.14,87.5,5.79,1.0,61.5,2021,10,5,14,15,0,1,0,True,False
2022-08-01 11:00:00,301.75,0,20,390.0,100000.0,720.0,22.22,76.0,2.65,0.3121917808219178,100.0,2022,8,1,11,0,0,0,0,True,False
2021-08-27 16:30:00,247.0,0,30,100000.0,100000.0,100000.0,20.695,51.5,4.109999999999999,0.1241304347826087,98.0,2021,8,27,16,30,0,4,0,False,True
2021-12-08 15:45:00,49.4,12,35,100000.0,100000.0,100000.0,3.985,82.75,4.15,0.17375,46.5,2021,12,8,15,45,0,2,0,False,True
2019-02-05 15:00:00,756.0,0,10,120.0,100000.0,240.0,6.15,49.0,1.96,0.478,96.0,2019,2,5,15,0,0,1,0,False,False
2018-12-06 15:45:00,756.0,0,10,75.0,-235.0,195.0,12.745,91.0,3.8225,0.193125,100.0,2018,12,6,15,45,0,3,0,False,False
2022-06-24 16:15:00,247.0,0,30,75.0,100000.0,405.0,22.685,69.75,6.0375,0.160625,60.0,2022,6,24,16,15,0,4,0,False,True
2019-10-08 16:30:00,756.0,0,5,60.0,-240.0,210.0,13.735,93.5,2.58,1.105,97.5,2019,10,8,16,30,0,1,0,False,False
2021-10-10 18:15:00,224.5,0,20,100000.0,100000.0,100000.0,15.1175,77.75,2.5325,1.0,6.75,2021,10,10,18,15,0,6,1,False,True
2021-08-22 18:30:00,247.0,0,30,100000.0,100000.0,100000.0,21.06,60.5,3.925,0.1502272727272727,78.5,2021,8,22,18,30,0,6,1,False,True
2020-02-09 16:30:00,247.0,0,30,30.0,100000.0,150.0,10.88,84.0,12.195,0.56,100.0,2020,2,9,16,30,0,6,1,False,True
2022-06-24 19:30:00,756.0,0,10,-120.0,100000.0,210.0,21.76,74.0,5.405,0.1379166666666667,58.5,2022,6,24,19,30,0,4,0,False,False
2022-01-09 18:00:00,221.0,0,30,100000.0,100000.0,100000.0,1.76,97.0,2.29,0.2022619047619047,99.0,2022,1,9,18,0,0,6,1,True,False
2022-03-18 17:00:00,756.0,0,20,100000.0,100000.0,100000.0,13.04,29.0,6.65,0.5003370786516854,0.0,2022,3,18,17,0,0,4,0,False,False
2021-08-23 14:15:00,756.0,0,25,100000.0,100000.0,100000.0,19.69,75.5,3.9075,0.32125,97.25,2021,8,23,14,15,0,0,0,False,False
2022-05-28 14:30:00,756.0,0,50,180.0,100000.0,510.0,18.83,53.0,3.19,0.1855172413793103,94.5,2022,5,28,14,30,0,5,1,False,False
2018-10-21 18:00:00,756.0,0,35,-30.0,-350.0,240.0,15.77,49.0,2.7,0.1900632911392405,0.0,2018,10,21,18,0,0,6,1,False,False
2021-10-26 13:00:00,306.0,0,30,100000.0,100000.0,100000.0,12.91,97.0,4.0,0.396,95.0,2021,10,26,13,0,0,1,0,True,False
2021-12-01 10:45:00,153.0,0,30,100000.0,100000.0,100000.0,8.715,97.25,7.875,0.5975,78.75,2021,12,1,10,45,0,2,0,True,False
2021-12-19 10:30:00,306.0,0,25,100000.0,100000.0,100000.0,0.885,98.0,3.4,0.7410108303249097,100.0,2021,12,19,10,30,0,6,1,True,False
2020-08-04 13:15:00,247.0,0,20,100000.0,100000.0,100000.0,21.7925,43.0,2.17,0.2417013888888889,16.75,2020,8,4,13,15,0,1,0,False,True
2021-10-18 14:00:00,756.0,0,35,100000.0,100000.0,100000.0,16.25,81.0,3.85,1.0,100.0,2021,10,18,14,0,0,0,0,False,False
2022-08-16 20:45:00,756.0,0,5,-195.0,100000.0,135.0,18.0525,46.0,2.67,1.77,100.0,2022,8,16,20,45,0,1,0,False,False
2019-04-02 10:15:00,247.0,0,5,435.0,100000.0,705.0,11.075,78.25,4.93,0.2188541666666666,48.75,2019,4,2,10,15,0,1,0,False,True
2019-01-27 11:45:00,247.0,0,30,285.0,100000.0,435.0,3.0125,74.75,7.1775,0.38,86.25,2019,1,27,11,45,0,6,1,False,True
2020-10-17 12:30:00,276.25,0,25,100000.0,100000.0,100000.0,10.364999999999998,87.5,2.7350000000000003,0.2264545454545454,86.5,2020,10,17,12,30,0,5,1,True,False
2022-06-04 17:30:00,756.0,0,30,0.0,100000.0,330.0,25.685,64.0,2.24,0.4131818181818181,100.0,2022,6,4,17,30,0,5,1,False,False
2020-02-11 16:15:00,756.0,0,20,45.0,100000.0,165.0,2.375,79.5,7.959999999999999,0.1395454545454545,71.75,2020,2,11,16,15,0,1,0,False,False
2019-11-04 15:30:00,756.0,0,5,120.0,100000.0,210.0,12.845,82.5,7.21,1.842608695652174,47.5,2019,11,4,15,30,0,0,0,False,False
2019-01-28 12:30:00,756.0,0,5,240.0,100000.0,360.0,0.22,54.5,6.87,0.1133720930232558,98.5,2019,1,28,12,30,0,0,0,False,False
2022-05-25 15:45:00,756.0,0,35,105.0,100000.0,435.0,19.495,54.5,5.295,0.1325862068965517,93.25,2022,5,25,15,45,0,2,0,False,False
2019-05-16 10:00:00,247.0,0,5,450.0,100000.0,750.0,11.14,54.0,3.3,0.1063414634146341,19.0,2019,5,16,10,0,0,3,0,False,True
2020-08-14 12:15:00,153.0,0,40,100000.0,100000.0,100000.0,22.875,73.5,2.79,0.39296875,88.0,2020,8,14,12,15,0,4,0,True,False
2022-03-03 15:45:00,304.867,0,35,100000.0,100000.0,100000.0,10.585,84.0,1.1700000000000002,0.5730848623853211,68.25,2022,3,3,15,45,0,3,0,True,False
2019-10-13 17:15:00,230.533,1,30,15.0,-285.0,225.0,23.7825,63.0,5.8625,0.1595833333333333,41.75,2019,10,13,17,15,0,6,1,False,True
2020-08-06 09:30:00,756.0,0,5,100000.0,100000.0,100000.0,22.175,55.0,1.845,0.5674305555555555,84.5,2020,8,6,9,30,0,3,0,False,False
2021-10-16 15:00:00,306.0,0,35,100000.0,100000.0,100000.0,15.95,61.0,1.11,1.0,1.0,2021,10,16,15,0,0,5,1,True,False
2018-10-06 12:30:00,224.5,0,35,300.0,-20.0,570.0,19.735,60.5,4.1,0.1426506024096385,0.0,2018,10,6,12,30,0,5,1,False,True
2021-12-08 11:45:00,756.0,0,25,100000.0,100000.0,100000.0,2.7875,83.0,3.885,0.125625,100.0,2021,12,8,11,45,0,2,0,False,False
2022-06-07 14:00:00,756.0,0,45,210.0,100000.0,540.0,20.27,71.0,5.25,0.138,49.0,2022,6,7,14,0,0,1,0,False,False
2022-03-27 14:30:00,247.0,0,30,100000.0,100000.0,100000.0,18.585,40.0,3.325,0.440495283018868,0.0,2022,3,27,14,30,0,6,1,False,True
2021-10-11 14:45:00,301.75,0,20,100000.0,100000.0,100000.0,15.11,67.75,4.165,1.0,93.0,2021,10,11,14,45,0,0,0,True,False
2020-02-24 16:00:00,280.5,0,40,60.0,100000.0,240.0,11.56,85.0,8.1,0.3636,97.0,2020,2,24,16,0,0,0,0,True,False
2018-12-12 13:30:00,756.0,0,15,210.0,-100.0,390.0,0.0999999999999999,81.0,3.375,0.7031102362204724,1.0,2018,12,12,13,30,0,2,0,False,False
2019-10-14 11:15:00,756.0,0,15,375.0,75.0,525.0,19.39,74.25,5.16,0.8848863636363636,31.25,2019,10,14,11,15,0,0,0,False,False
2021-08-19 18:45:00,293.25,0,35,100000.0,100000.0,100000.0,18.775,71.5,2.3600000000000003,0.1385204081632653,100.0,2021,8,19,18,45,0,3,0,True,False
2021-10-12 16:15:00,247.0,0,40,100000.0,100000.0,100000.0,14.475,76.75,3.08,1.0,94.25,2021,10,12,16,15,0,1,0,False,True
2019-03-07 15:00:00,756.0,0,40,120.0,100000.0,270.0,9.2,51.0,8.68,0.208,46.0,2019,3,7,15,0,0,3,0,False,False
2021-10-15 14:00:00,756.0,0,15,100000.0,100000.0,100000.0,15.39,71.0,0.76,1.0,95.0,2021,10,15,14,0,0,4,0,False,False
2019-10-13 13:00:00,247.0,0,20,270.0,-30.0,480.0,23.86,61.0,5.79,0.221923076923077,3.0,2019,10,13,13,0,0,6,1,False,True
2021-09-14 13:15:00,224.5,0,20,100000.0,100000.0,100000.0,22.04,79.5,4.56,0.254,94.5,2021,9,14,13,15,0,1,0,False,True
2018-12-11 16:00:00,756.0,0,20,60.0,-250.0,240.0,7.56,95.0,1.03,0.4407086614173228,99.0,2018,12,11,16,0,0,1,0,False,False
2019-04-09 17:15:00,756.0,0,25,15.0,100000.0,285.0,12.1275,58.0,3.1325,0.1125,54.75,2019,4,9,17,15,0,1,0,False,False
2019-07-30 18:00:00,247.0,0,15,-30.0,100000.0,300.0,22.92,53.0,6.85,0.1330434782608695,36.0,2019,7,30,18,0,0,1,0,False,True
2022-04-14 10:45:00,153.0,0,45,405.0,100000.0,735.0,15.32,82.5,1.5475,0.2381249999999999,25.75,2022,4,14,10,45,0,3,0,True,False
2021-08-25 10:30:00,247.0,0,25,100000.0,100000.0,100000.0,17.52,66.5,4.59,0.13,69.0,2021,8,25,10,30,0,2,0,False,True
2022-05-03 13:30:00,247.0,0,35,240.0,100000.0,570.0,16.925,53.5,4.505,0.17005,55.0,2022,5,3,13,30,0,1,0,False,True
2019-02-15 11:15:00,756.0,0,20,345.0,100000.0,465.0,7.3875,50.25,2.3125,0.2857065217391304,0.0,2019,2,15,11,15,0,4,0,False,False
2022-06-24 14:00:00,247.0,0,30,210.0,100000.0,540.0,22.38,77.0,4.48,0.2225,73.0,2022,6,24,14,0,0,4,0,False,True
2019-04-11 16:00:00,247.0,0,30,90.0,100000.0,360.0,11.58,39.0,5.48,0.127037037037037,3.0,2019,4,11,16,0,0,3,0,False,True
2019-03-25 12:00:00,247.0,0,35,330.0,100000.0,480.0,9.0,49.0,5.87,0.1607222222222222,58.0,2019,3,25,12,0,0,0,0,False,True
2019-03-14 15:30:00,756.0,0,10,90.0,100000.0,240.0,6.025,82.0,9.345,0.595,100.0,2019,3,14,15,30,0,3,0,False,False
2020-07-26 15:00:00,238.0,0,35,100000.0,100000.0,100000.0,24.09,47.0,4.52,0.1445454545454545,99.0,2020,7,26,15,0,0,6,1,True,False
2019-05-20 13:30:00,247.0,0,20,240.0,100000.0,570.0,16.465,80.5,4.395,0.161551724137931,99.0,2019,5,20,13,30,0,0,0,False,True
2018-11-27 13:30:00,756.0,0,15,210.0,-100.0,330.0,6.355,82.0,3.38,0.2002,86.5,2018,11,27,13,30,0,1,0,False,False
2020-02-07 15:15:00,756.0,0,10,105.0,100000.0,225.0,9.4825,65.0,3.835,0.2163402061855669,22.25,2020,2,7,15,15,0,4,0,False,False
2022-01-02 17:45:00,247.0,0,30,100000.0,100000.0,100000.0,12.5125,90.0,7.425,0.256875,98.5,2022,1,2,17,45,0,6,1,False,True
2022-07-09 19:00:00,306.0,0,15,-90.0,100000.0,240.0,27.81,41.0,5.04,0.1271621621621621,1.0,2022,7,9,19,0,0,5,1,True,False
2022-05-14 16:15:00,306.0,0,40,75.0,100000.0,405.0,22.4825,48.0,1.2225,0.1805710659898476,89.75,2022,5,14,16,15,0,5,1,True,False
2018-11-16 14:45:00,756.0,0,30,135.0,-175.0,255.0,3.925,96.5,2.5475,0.1650443786982248,100.0,2018,11,16,14,45,0,4,0,False,False
2022-01-08 13:15:00,306.0,0,25,100000.0,100000.0,100000.0,3.025,98.0,6.915,0.7175,100.0,2022,1,8,13,15,0,5,1,True,False
2019-05-25 12:00:00,247.0,0,30,330.0,100000.0,660.0,20.11,70.0,1.92,0.5497894736842105,52.0,2019,5,25,12,0,0,5,1,False,True
2022-04-26 14:15:00,153.0,0,55,195.0,100000.0,525.0,13.2975,66.75,3.2875,0.1466935483870967,99.25,2022,4,26,14,15,0,1,0,True,False
2020-09-15 11:15:00,247.0,0,10,100000.0,100000.0,100000.0,25.795,49.75,2.5075,0.2049324324324324,35.25,2020,9,15,11,15,0,1,0,False,True
2022-01-08 19:45:00,630.0,0,10,100000.0,100000.0,100000.0,3.6375,96.25,9.0525,0.9375,97.75,2022,1,8,19,45,0,5,1,False,False
2021-08-06 18:15:00,247.0,0,30,100000.0,100000.0,100000.0,21.835,70.0,5.72,0.134,92.75,2021,8,6,18,15,0,4,0,False,True
2018-10-14 11:15:00,264.633,0,25,375.0,55.0,585.0,20.01,52.5,6.5975,0.339375,15.5,2018,10,14,11,15,0,6,1,True,False
2022-06-30 16:15:00,247.0,0,30,75.0,100000.0,405.0,14.88,95.0,1.2775,0.6825,92.75,2022,6,30,16,15,0,3,0,False,True
2022-05-25 10:30:00,756.0,0,5,420.0,100000.0,750.0,15.31,75.0,3.27,0.1362068965517241,51.0,2022,5,25,10,30,0,2,0,False,False
2020-01-29 12:45:00,247.0,0,15,225.0,100000.0,345.0,5.445,80.25,6.0525,0.2076724137931034,98.5,2020,1,29,12,45,0,2,0,False,True
2020-02-08 14:15:00,756.0,0,25,165.0,100000.0,345.0,9.7875,80.75,3.685,0.1546907216494845,99.25,2020,2,8,14,15,0,5,1,False,False
2022-07-15 15:00:00,181.133,4,45,150.0,100000.0,480.0,25.17,35.0,3.5,0.1460810810810811,0.0,2022,7,15,15,0,0,4,0,False,True
2022-06-10 13:45:00,756.0,0,50,225.0,100000.0,555.0,22.6475,67.5,4.48,0.13574,92.5,2022,6,10,13,45,0,4,0,False,False
2019-12-14 14:00:00,267.75,0,40,180.0,-120.0,480.0,6.11,86.0,6.93,0.16,69.0,2019,12,14,14,0,0,5,1,True,False
2022-07-13 10:00:00,714.0,0,15,450.0,100000.0,780.0,25.23,57.0,1.75,0.1389189189189189,89.0,2022,7,13,10,0,0,2,0,False,False
2020-01-29 12:45:00,756.0,0,5,225.0,100000.0,345.0,5.445,80.25,6.0525,0.2076724137931034,98.5,2020,1,29,12,45,0,2,0,False,False
2020-08-01 16:30:00,247.0,0,25,100000.0,100000.0,100000.0,28.045,55.5,3.685,1.639090909090909,83.5,2020,8,1,16,30,0,5,1,False,True
2022-06-17 18:00:00,247.0,0,30,-30.0,100000.0,300.0,32.51,32.0,1.0,0.31488,97.0,2022,6,17,18,0,0,4,0,False,True
2019-02-25 10:15:00,630.0,0,15,405.0,100000.0,555.0,8.195,32.25,3.395,0.1572697368421052,0.0,2019,2,25,10,15,0,0,0,False,False
2021-12-09 13:15:00,207.117,0,30,100000.0,100000.0,100000.0,2.7325,89.5,4.0975,0.2125,49.25,2021,12,9,13,15,0,3,0,True,False
2020-10-05 12:15:00,51.5667,0,5,100000.0,100000.0,100000.0,12.1125,96.0,4.8075,0.5075,100.0,2020,10,5,12,15,0,0,0,True,False
2021-09-04 17:45:00,756.0,0,15,100000.0,100000.0,100000.0,25.9175,55.75,1.2525,0.6344174757281553,34.5,2021,9,4,17,45,0,5,1,False,False
2020-01-06 16:00:00,153.0,0,45,30.0,-270.0,120.0,4.46,82.0,4.25,0.2405309734513274,0.0,2020,1,6,16,0,0,0,0,True,False
2022-03-20 09:30:00,247.0,0,20,100000.0,100000.0,100000.0,3.855,71.5,2.16,0.7278651685393258,0.0,2022,3,20,9,30,0,6,1,False,True
